Name,Sex,NOC,Year,Season,City,Sport,Event,Medal
Theunis Jacobus van Schalkwyk,M,RSA,1952,Summer,Helsinki,Boxing,Boxing Men's Light-Middleweight,Silver
Charline Van Snick,F,BEL,2012,Summer,London,Judo,Judo Women's Extra-Lightweight,Bronze
Cornelis van Staveren,M,NED,1928,Summer,Amsterdam,Sailing,Sailing Mixed 8 metres,Silver
"Petronella Grietje ""Petra"" van Staveren (-van Kleef)",F,NED,1984,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Breaststroke,Gold
Niels Henning van Steenis,M,NED,1996,Summer,Atlanta,Rowing,Rowing Men's Coxed Eights,Gold
Elliot Van Strydonck,M,BEL,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Silver
Pierre Van Thielt,M,BEL,1920,Summer,Antwerpen,Archery,"Archery Men's Target Archery, 28 metres, Team",Silver
Pierre Van Thielt,M,BEL,1920,Summer,Antwerpen,Archery,"Archery Men's Target Archery, 33 metres, Team",Gold
Pierre Van Thielt,M,BEL,1920,Summer,Antwerpen,Archery,"Archery Men's Target Archery, 50 metres, Team",Gold
Dirk Van Tichelt,M,BEL,2016,Summer,Rio de Janeiro,Judo,Judo Men's Lightweight,Bronze
Louis Pierre Paul Van Tilt,M,BEL,1920,Summer,Antwerpen,Shooting,"Shooting Men's Trap, Team",Silver
Gerard Pieter Hendrik van Velde,M,NED,2002,Winter,Salt Lake City,Speed Skating,"Speed Skating Men's 1,000 metres",Gold
"Margot Wilhelmina Teunisje ""Wilma"" van Velsen",F,NED,1980,Summer,Moskva,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
"Margot Wilhelmina Teunisje ""Wilma"" van Velsen",F,NED,1984,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
Simon van Velthooven,M,NZL,2012,Summer,London,Cycling,Cycling Men's Keirin,Bronze
Arie Gerrit van Vliet,M,NED,1936,Summer,Berlin,Cycling,Cycling Men's Sprint,Silver
Arie Gerrit van Vliet,M,NED,1936,Summer,Berlin,Cycling,"Cycling Men's 1,000 metres Time Trial",Gold
"Pietje ""Nel"" van Vliet (-Koudijs)",F,NED,1948,Summer,London,Swimming,Swimming Women's 200 metres Breaststroke,Gold
Koosje van Voorn (-ten Thije),F,NED,1952,Summer,Helsinki,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
Diederik David van Weel,M,NED,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,Gold
"Wilhelmina ""Winnie"" van Weerdenburg (-Rijke)",F,NED,1964,Summer,Tokyo,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
Remco van Wijk,M,NED,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,Gold
Remco van Wijk,M,NED,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,Gold
Robert Van Zeebroeck,M,BEL,1928,Winter,Sankt Moritz,Figure Skating,Figure Skating Men's Singles,Bronze
"Johannes Hendrikus Jacques ""Hans"" van Zeeland",M,NED,1976,Summer,Montreal,Water Polo,Water Polo Men's Water Polo,Bronze
Albertson Van Zo Post,M,USA,1904,Summer,St. Louis,Fencing,"Fencing Men's Foil, Individual",Silver
Albertson Van Zo Post,M,USA,1904,Summer,St. Louis,Fencing,"Fencing Men's Foil, Team",Gold
Albertson Van Zo Post,M,USA,1904,Summer,St. Louis,Fencing,"Fencing Men's epee, Individual",Bronze
Albertson Van Zo Post,M,USA,1904,Summer,St. Louis,Fencing,"Fencing Men's Sabre, Individual",Bronze
Albertson Van Zo Post,M,USA,1904,Summer,St. Louis,Fencing,"Fencing Men's Single Sticks, Individual",Gold
Vincent Vanasch,M,BEL,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Silver
Jack Francis VanBebber,M,USA,1932,Summer,Los Angeles,Wrestling,"Wrestling Men's Welterweight, Freestyle",Gold
"Samuel Goodwin ""Sam"" Vance",M,CAN,1924,Summer,Paris,Shooting,"Shooting Men's Trap, Team",Silver
Vra Vanurov (-Rylickov),F,TCH,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Team All-Around,Bronze
"Albert Joseph ""Al"" Vande Weghe",M,USA,1936,Summer,Berlin,Swimming,Swimming Men's 100 metres Backstroke,Silver
Gella Vandecaveye,F,BEL,1996,Summer,Atlanta,Judo,Judo Women's Half-Middleweight,Silver
Gella Vandecaveye,F,BEL,2000,Summer,Sydney,Judo,Judo Women's Half-Middleweight,Bronze
Adrien Louis Albert Vandelle,M,FRA,1924,Winter,Chamonix,Military Ski Patrol,Military Ski Patrol Men's Military Ski Patrol,Bronze
Claudio Vandelli,M,ITA,1984,Summer,Los Angeles,Cycling,Cycling Men's 100 kilometres Team Time Trial,Gold
Willy Franois Vanden Berghen,M,BEL,1960,Summer,Roma,Cycling,"Cycling Men's Road Race, Individual",Bronze
"Kimberly ""Kim"" Vandenberg",F,USA,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze
Sverine Anne-Marie Vandenhende,F,FRA,2000,Summer,Sydney,Judo,Judo Women's Half-Middleweight,Gold
Albert Dsir Vandeplancke,M,FRA,1928,Summer,Amsterdam,Water Polo,Water Polo Men's Water Polo,Bronze
Peter William Vanderkaay,M,USA,2004,Summer,Athina,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
Peter William Vanderkaay,M,USA,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Freestyle,Bronze
Peter William Vanderkaay,M,USA,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
Peter William Vanderkaay,M,USA,2012,Summer,London,Swimming,Swimming Men's 400 metres Freestyle,Bronze
Arnold Petrus Maria Vanderlijde,M,NED,1984,Summer,Los Angeles,Boxing,Boxing Men's Heavyweight,Bronze
Arnold Petrus Maria Vanderlijde,M,NED,1988,Summer,Seoul,Boxing,Boxing Men's Heavyweight,Bronze
Arnold Petrus Maria Vanderlijde,M,NED,1992,Summer,Barcelona,Boxing,Boxing Men's Heavyweight,Bronze
Fernand Auguste Henri Marius Vandernotte,M,FRA,1936,Summer,Berlin,Rowing,Rowing Men's Coxed Fours,Bronze
Marcel Henri Vandernotte,M,FRA,1936,Summer,Berlin,Rowing,Rowing Men's Coxed Fours,Bronze
tienne Nol Henri Vandernotte,M,FRA,1936,Summer,Berlin,Rowing,Rowing Men's Coxed Pairs,Bronze
tienne Nol Henri Vandernotte,M,FRA,1936,Summer,Berlin,Rowing,Rowing Men's Coxed Fours,Bronze
Jan Vandrey,M,GER,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold
Zhivko Atanasov Vangelov,M,BUL,1988,Summer,Seoul,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Silver
Stojna Vangelovska,F,YUG,1988,Summer,Seoul,Basketball,Basketball Women's Basketball,Silver
Simone Vanni,M,ITA,2004,Summer,Athina,Fencing,"Fencing Men's Foil, Team",Gold
Benjam Vanninen,M,FIN,1948,Winter,Sankt Moritz,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Bronze
Mria Vanya-Vadsz,F,HUN,1976,Summer,Montreal,Handball,Handball Women's Handball,Bronze
Ambruse Vanzekin,M,NGR,2008,Summer,Beijing,Football,Football Men's Football,Silver
Bice Vanzetta,F,ITA,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze
Bice Vanzetta,F,ITA,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze
Giorgio Vanzetta,M,ITA,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Bronze
Giorgio Vanzetta,M,ITA,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 10/15 kilometres Pursuit,Bronze
Giorgio Vanzetta,M,ITA,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
Giorgio Vanzetta,M,ITA,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
Angelo Vanzin,M,ITA,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Fours,Gold
Georgios Vaporis,M,GRE,1906,Summer,Athina,Football,Football Men's Football,Bronze
"Birger Var (Brevig-, Wind-)",M,NOR,1920,Summer,Antwerpen,Rowing,Rowing Men's Coxed Fours,Bronze
Jnos Vradi,M,HUN,1980,Summer,Moskva,Boxing,Boxing Men's Flyweight,Bronze
Bla Vrady,M,HUN,1972,Summer,Munich,Football,Football Men's Football,Silver
arko Varaji,M,YUG,1976,Summer,Montreal,Basketball,Basketball Men's Basketball,Silver
Gza Varasdi,M,HUN,1952,Summer,Helsinki,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
Adlan Abuyevich Varayev,M,URS,1988,Summer,Seoul,Wrestling,"Wrestling Men's Welterweight, Freestyle",Silver
Bashir Magomedovich Varayev,M,URS,1988,Summer,Seoul,Judo,Judo Men's Half-Middleweight,Bronze
Aleksandar Varbanov,M,BUL,1988,Summer,Seoul,Weightlifting,Weightlifting Men's Middleweight,Bronze
Helen Gradwell Varcoe (-Nicholls),F,GBR,1932,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
Mihai Vardal,M,ROU,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Bronze
Armen Frunzekovych Vardanian,M,UKR,2008,Summer,Beijing,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Bronze
Yuri Vardanyan,M,URS,1980,Summer,Moskva,Weightlifting,Weightlifting Men's Light-Heavyweight,Gold
Emil Ernst Vre (-Viln),M,FIN,1912,Summer,Stockholm,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Gold
Emil Ernst Vre (-Viln),M,FIN,1920,Summer,Antwerpen,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Gold
Peter Dale Varellas,M,USA,2008,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,Silver
Bla Varga,M,HUN,1912,Summer,Stockholm,Wrestling,"Wrestling Men's Middleweight B, Greco-Roman",Bronze
Dniel Rudolf Varga,M,HUN,2008,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,Gold
Dnes Andor Varga,M,HUN,2008,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,Gold
Ferenc Varga,M,HUN,1952,Summer,Helsinki,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",Bronze
Jnos Varga,M,HUN,1968,Summer,Mexico City,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Gold
Kroly Varga,M,HUN,1980,Summer,Moskva,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",Gold
Miroslav Varga,M,TCH,1988,Summer,Seoul,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Gold
Tams Varga,M,HUN,2004,Summer,Athina,Water Polo,Water Polo Men's Water Polo,Gold
Tams Varga,M,HUN,2008,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,Gold
Zoltn Varga,M,HUN,1964,Summer,Tokyo,Football,Football Men's Football,Gold
Zsolt Varga,M,HUN,2000,Summer,Sydney,Water Polo,Water Polo Men's Water Polo,Gold
Svetlana Anatolyevna Varganova,F,URS,1980,Summer,Moskva,Swimming,Swimming Women's 200 metres Breaststroke,Silver
"Joseph Michael ""Joe"" Vargas",M,USA,1984,Summer,Los Angeles,Water Polo,Water Polo Men's Water Polo,Silver
Lzaro Vargas lvarez,M,CUB,1992,Summer,Barcelona,Baseball,Baseball Men's Baseball,Gold
Lzaro Vargas lvarez,M,CUB,1996,Summer,Atlanta,Baseball,Baseball Men's Baseball,Gold
Laura Vargas Koch,F,GER,2016,Summer,Rio de Janeiro,Judo,Judo Women's Middleweight,Bronze
Rostislav Yevgenyevich Vargashkin,M,URS,1960,Summer,Roma,Cycling,"Cycling Men's 1,000 metres Time Trial",Bronze
Pl Vrhidi (Vinkovics-),M,HUN,1960,Summer,Roma,Football,Football Men's Football,Bronze
Attila Vri,M,HUN,2000,Summer,Sydney,Water Polo,Water Polo Men's Water Polo,Gold
Attila Vri,M,HUN,2004,Summer,Athina,Water Polo,Water Polo Men's Water Polo,Gold
Petri Johannes Varis,M,FIN,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
Vilmos Varj,M,HUN,1964,Summer,Tokyo,Athletics,Athletics Men's Shot Put,Bronze
Ferenc Vrki,M,HUN,1948,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,Bronze
"William Michael ""Bill"" Varley",M,USA,1904,Summer,St. Louis,Rowing,Rowing Men's Double Sculls,Gold
"William Michael ""Bill"" Varley",M,USA,1904,Summer,St. Louis,Rowing,Rowing Men's Coxless Pairs,Silver
Fleetwood Ernest Varley,M,GBR,1908,Summer,London,Shooting,"Shooting Men's Military Rifle, 200/500/600/800/900/1,000 Yards, Team",Silver
"Jacob Stephen ""Jake"" Varner",M,USA,2012,Summer,London,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Gold
Oscar Varona Varona,M,CUB,1972,Summer,Munich,Basketball,Basketball Men's Basketball,Bronze
Benjamin Gabriel Jean Varonian,M,FRA,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Horizontal Bar,Silver
Jzsef Vrszegi (Vennesz-),M,HUN,1948,Summer,London,Athletics,Athletics Men's Javelin Throw,Bronze
Roman Vartolomeu,M,ROU,1972,Summer,Munich,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
Pekka Antero Vasala,M,FIN,1972,Summer,Munich,Athletics,"Athletics Men's 1,500 metres",Gold
"Kaarlo Hjalmar ""Kalle"" Vasama",M,FIN,1912,Summer,Stockholm,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Silver
Mara del Monte Vasc Pes Gallardo,F,ESP,2000,Summer,Sydney,Athletics,Athletics Women's 20 kilometres Walk,Bronze
Lilyana Vaseva,F,BUL,1976,Summer,Montreal,Rowing,Rowing Women's Coxed Fours,Silver
Lucian Vasilache,M,ROU,1980,Summer,Moskva,Handball,Handball Men's Handball,Bronze
Kharilaos Vasilakos,M,GRE,1896,Summer,Athina,Athletics,Athletics Men's Marathon,Silver
Neculai Vasilca,M,ROU,1980,Summer,Moskva,Handball,Handball Men's Handball,Bronze
Neculai Vasilca,M,ROU,1984,Summer,Los Angeles,Handball,Handball Men's Handball,Bronze
Olga Germanovna Vasilchenko,F,URS,1980,Summer,Moskva,Rowing,Rowing Women's Coxed Quadruple Sculls,Silver
Dmitry Andreyevich Vasilenko,M,RUS,1996,Summer,Atlanta,Gymnastics,Gymnastics Men's Team All-Around,Gold
Georgi Parvanov Vasilev,M,BUL,1968,Summer,Mexico City,Football,Football Men's Football,Silver
Yelena Vasilyevna Vasilevskaya,F,RUS,2000,Summer,Sydney,Volleyball,Volleyball Women's Volleyball,Silver
Vadims Vasievskis,M,LAT,2004,Summer,Athina,Athletics,Athletics Men's Javelin Throw,Silver
Elvira Adolfovna Vasilkova (-Buchenkova),F,URS,1980,Summer,Moskva,Swimming,Swimming Women's 100 metres Breaststroke,Silver
Elvira Adolfovna Vasilkova (-Buchenkova),F,URS,1980,Summer,Moskva,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
Andrey Aleksandrovich Vasilyev,M,URS,1988,Summer,Seoul,Rowing,Rowing Men's Coxed Eights,Silver
Boris Alekseyevich Vasilyev,M,URS,1960,Summer,Roma,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Bronze
Dmitry Vladimirovich Vasilyev,M,URS,1984,Winter,Sarajevo,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
Dmitry Vladimirovich Vasilyev,M,URS,1988,Winter,Calgary,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
Igor Vladimirovich Vasilyev,M,EUN,1992,Summer,Barcelona,Handball,Handball Men's Handball,Gold
Mikhail Anatolyevich Vasilyev,M,URS,1988,Summer,Seoul,Handball,Handball Men's Handball,Gold
Mikhail Aleksandrovich Vasilyev,M,URS,1984,Winter,Sarajevo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Oleg Kimovich Vasilyev,M,URS,1984,Winter,Sarajevo,Figure Skating,Figure Skating Mixed Pairs,Gold
Oleg Kimovich Vasilyev,M,URS,1988,Winter,Calgary,Figure Skating,Figure Skating Mixed Pairs,Silver
Valery Ivanovich Vasilyev,M,URS,1972,Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Valery Ivanovich Vasilyev,M,URS,1976,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Valery Ivanovich Vasilyev,M,URS,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
Yekaterina Aleksandrovna Vasilyeva,F,RUS,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,Bronze
Yuliya Olegovna Vasilyeva,F,RUS,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
Vladimir Alekseyevich Vasin,M,URS,1972,Summer,Munich,Diving,Diving Men's Springboard,Gold
Istvn Vaskuti,M,HUN,1980,Summer,Moskva,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Gold
Jugoslav Vasovi,M,SCG,2000,Summer,Sydney,Water Polo,Water Polo Men's Water Polo,Bronze
Edwin Gonzalo Vsquez Cam,M,PER,1948,Summer,London,Shooting,"Shooting Men's Free Pistol, 50 metres",Gold
Paul Henri Vasseur,M,FRA,1900,Summer,Paris,Water Polo,Water Polo Men's Water Polo,Bronze
Fernand Vast,M,FRA,1906,Summer,Athina,Cycling,"Cycling Men's Road Race, Individual",Gold
Fernand Vast,M,FRA,1906,Summer,Athina,Cycling,"Cycling Men's 5,000 metres",Bronze
Fernand Vast,M,FRA,1906,Summer,Athina,Cycling,Cycling Men's 20 kilometres,Bronze
Alexis Alain Vastine,M,FRA,2008,Summer,Beijing,Boxing,Boxing Men's Light-Welterweight,Bronze
Olga Petrovna Vasyukova,F,RUS,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
Sami Vatanen,M,FIN,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
Vyara Vatashka,F,BUL,1996,Summer,Atlanta,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver
Emilia Vtoiu-Li,F,ROU,1956,Summer,Melbourne,Gymnastics,Gymnastics Women's Team All-Around,Bronze
Emilia Vtoiu-Li,F,ROU,1960,Summer,Roma,Gymnastics,Gymnastics Women's Team All-Around,Bronze
Bruno Vattovaz,M,ITA,1932,Summer,Los Angeles,Rowing,Rowing Men's Coxed Fours,Silver
Philippe Louis Michel Vatuone,M,FRA,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Floor Exercise,Bronze
Denis Louis Vaucher,M,SUI,1924,Winter,Chamonix,Military Ski Patrol,Military Ski Patrol Men's Military Ski Patrol,Gold
"Vilhelm ""Vilho"" Vauhkonen",M,FIN,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, Prone, 300 metres, Team",Bronze
"Vilhelm ""Vilho"" Vauhkonen",M,FIN,1920,Summer,Antwerpen,Shooting,"Shooting Men's Running Target, Double Shot, Team",Bronze
Pierre Vaultier,M,FRA,2014,Winter,Sochi,Snowboarding,Snowboarding Men's Boardercross,Gold
Didier Jacques Franois Vavasseur,M,FRA,1984,Summer,Los Angeles,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
Lev Matveyevich Vaynshteyn (-Weinstein),M,URS,1952,Summer,Helsinki,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",Bronze
Jean mile Vaysse,M,FRA,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Silver
Yelena Sergeyevna Vaytsekhovskaya,F,URS,1976,Summer,Montreal,Diving,Diving Women's Platform,Gold
"Max ""Maxie"" Vaz",M,IND,1948,Summer,London,Hockey,Hockey Men's Hockey,Gold
Georgios Vazagkasvili,M,GEO,2000,Summer,Sydney,Judo,Judo Men's Half-Lightweight,Bronze
Alla Ivanovna Vazhenina,F,KAZ,2008,Summer,Beijing,Weightlifting,Weightlifting Women's Heavyweight,Silver
Antonio Vzquez Megido,M,ESP,1992,Summer,Barcelona,Archery,Archery Men's Team,Gold
Fabin Vzquez Lpez,M,MEX,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
Joaqun Vzquez Gonzlez,M,ESP,1920,Summer,Antwerpen,Football,Football Men's Football,Silver
Aleksey Vladimirovich Vdovin,M,EUN,1992,Summer,Barcelona,Water Polo,Water Polo Men's Water Polo,Bronze
Ludvk Vbr,M,TCH,1976,Summer,Montreal,Rowing,Rowing Men's Coxed Pairs,Bronze
Paolo Vecchi,M,ITA,1984,Summer,Los Angeles,Volleyball,Volleyball Men's Volleyball,Bronze
Renzo Vecchiato,M,ITA,1980,Summer,Moskva,Basketball,Basketball Men's Basketball,Silver
Bertrand Benot Marie Vecten,M,FRA,1996,Summer,Atlanta,Rowing,Rowing Men's Coxless Fours,Silver
Vyacheslav Petrovich Vedenin,M,URS,1968,Winter,Grenoble,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Silver
Vyacheslav Petrovich Vedenin,M,URS,1972,Winter,Sapporo,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,Gold
Vyacheslav Petrovich Vedenin,M,URS,1972,Winter,Sapporo,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Bronze
Vyacheslav Petrovich Vedenin,M,URS,1972,Winter,Sapporo,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
"Antoine ""Erneste"" Vdrenne",M,FRA,1900,Summer,Paris,Rowing,Rowing Men's Coxed Pairs,Bronze
Stephan Patrick Veen,M,NED,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,Gold
Stephan Patrick Veen,M,NED,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,Gold
Ernst Willem Veenemans,M,NED,1964,Summer,Tokyo,Rowing,Rowing Men's Coxless Pairs,Silver
Jacobine Liduina Veenhoven,F,NED,2012,Summer,London,Rowing,Rowing Women's Coxed Eights,Bronze
Mark Hermanus Maria Veens,M,NED,2004,Summer,Athina,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
Myrna Veenstra,F,NED,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Bronze
Jan Evert Veer,M,NED,1976,Summer,Montreal,Water Polo,Water Polo Men's Water Polo,Bronze
Klaas Willem Veering,M,NED,2004,Summer,Athina,Hockey,Hockey Men's Hockey,Silver
Andrus Veerpalu,M,EST,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,Gold
Andrus Veerpalu,M,EST,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Silver
Andrus Veerpalu,M,EST,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,Gold
Manuel Alberto Vega Tamayo,M,CUB,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Gold
Tino Vegar,M,CRO,1996,Summer,Atlanta,Water Polo,Water Polo Men's Water Polo,Silver
Andra Vehovar,M,SLO,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Singles, Slalom",Silver
Hans-Jrgen Veil,M,FRG,1972,Summer,Munich,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Silver
Polydore Jules Lon Veirman,M,BEL,1908,Summer,London,Rowing,Rowing Men's Coxed Eights,Silver
Polydore Jules Lon Veirman,M,BEL,1912,Summer,Stockholm,Rowing,Rowing Men's Single Sculls,Silver
Nikolai Vekin,M,EST,1928,Summer,Amsterdam,Sailing,Sailing Mixed 6 metres,Bronze
"Mansueto Velasco, Jr.",M,PHI,1996,Summer,Atlanta,Boxing,Boxing Men's Light-Flyweight,Silver
Roel Velasco,M,PHI,1992,Summer,Barcelona,Boxing,Boxing Men's Light-Flyweight,Bronze
Daniel Roger Vlasquez,M,FRA,1972,Summer,Munich,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
"Magdalena Johanna Maria ""Marleen"" Veldhuis",F,NED,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
"Magdalena Johanna Maria ""Marleen"" Veldhuis",F,NED,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
"Magdalena Johanna Maria ""Marleen"" Veldhuis",F,NED,2012,Summer,London,Swimming,Swimming Women's 50 metres Freestyle,Bronze
"Magdalena Johanna Maria ""Marleen"" Veldhuis",F,NED,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
Bart Veldkamp,M,NED,1992,Winter,Albertville,Speed Skating,"Speed Skating Men's 10,000 metres",Gold
Bart Veldkamp,M,NED,1994,Winter,Lillehammer,Speed Skating,"Speed Skating Men's 10,000 metres",Bronze
Bart Veldkamp,M,BEL,1998,Winter,Nagano,Speed Skating,"Speed Skating Men's 5,000 metres",Bronze
Gerard Wybo Veldman,M,NZL,1972,Summer,Munich,Rowing,Rowing Men's Coxed Eights,Gold
"Anamari ""Ana"" Velenek",F,SLO,2016,Summer,Rio de Janeiro,Judo,Judo Women's Half-Heavyweight,Bronze
Franjo Velfl (Wlfl),M,YUG,1948,Summer,London,Football,Football Men's Football,Silver
Ermin Veli,M,YUG,1988,Summer,Seoul,Handball,Handball Men's Handball,Bronze
Velichko Khristov Velichkov,M,BUL,1964,Summer,Tokyo,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Silver
Dumitru Velicu,M,ROU,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
Sofiya Aleksandrovna Velikaya,F,RUS,2012,Summer,London,Fencing,"Fencing Women's Sabre, Individual",Silver
Sofiya Aleksandrovna Velikaya,F,RUS,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's Sabre, Individual",Silver
Sofiya Aleksandrovna Velikaya,F,RUS,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's Sabre, Team",Gold
Radoslav Marinov Velikov,M,BUL,2008,Summer,Beijing,Wrestling,"Wrestling Men's Featherweight, Freestyle",Bronze
Iskra Velinova,F,BUL,1980,Summer,Moskva,Rowing,Rowing Women's Coxed Fours,Silver
Stefana Veljkovi,F,SRB,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Silver
Adam Joseph Vella,M,AUS,2004,Summer,Athina,Shooting,Shooting Men's Trap,Bronze
"Spyridon ""Spyros"" Vellas",M,GRE,1906,Summer,Athina,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Silver
Matthijs Vellenga,M,NED,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Silver
Petros Velliotis,M,GRE,1906,Summer,Athina,Rowing,Rowing Men's 17-Man Naval Rowing Boats,Gold
Alessandro Velotto,M,ITA,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Bronze
Vida Vencien (Mogenyt-),F,URS,1988,Winter,Calgary,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,Bronze
Vida Vencien (Mogenyt-),F,URS,1988,Winter,Calgary,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,Gold
Erik K. Vendt,M,USA,2000,Summer,Sydney,Swimming,Swimming Men's 400 metres Individual Medley,Silver
Erik K. Vendt,M,USA,2004,Summer,Athina,Swimming,Swimming Men's 400 metres Individual Medley,Silver
