ID,Name,NOC,Year,Season,Sport,Event,Medal
18826,Vra slavsk (-Odloilov),TCH,1968,Summer,Gymnastics,Gymnastics Women's Individual All-Around,Gold
18826,Vra slavsk (-Odloilov),TCH,1968,Summer,Gymnastics,Gymnastics Women's Team All-Around,Silver
18826,Vra slavsk (-Odloilov),TCH,1968,Summer,Gymnastics,Gymnastics Women's Floor Exercise,Gold
18826,Vra slavsk (-Odloilov),TCH,1968,Summer,Gymnastics,Gymnastics Women's Horse Vault,Gold
18826,Vra slavsk (-Odloilov),TCH,1968,Summer,Gymnastics,Gymnastics Women's Uneven Bars,Gold
18826,Vra slavsk (-Odloilov),TCH,1968,Summer,Gymnastics,Gymnastics Women's Balance Beam,Silver
18827,Charlotte Caslick,AUS,2016,Summer,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Gold
18828,Erwin Casmir,GER,1928,Summer,Fencing,"Fencing Men's Foil, Individual",Silver
18828,Erwin Casmir,GER,1936,Summer,Fencing,"Fencing Men's Foil, Team",Bronze
18828,Erwin Casmir,GER,1936,Summer,Fencing,"Fencing Men's Sabre, Team",Bronze
18829,Gustav Casmir,GER,1906,Summer,Fencing,"Fencing Men's Foil, Individual",Silver
18829,Gustav Casmir,GER,1906,Summer,Fencing,"Fencing Men's Sabre, Individual",Silver
18829,Gustav Casmir,GER,1906,Summer,Fencing,"Fencing Men's Sabre, Individual, Three Hits",Gold
18829,Gustav Casmir,GER,1906,Summer,Fencing,"Fencing Men's Sabre, Team",Gold
18833,Ernst Gustaf Casparsson,SWE,1912,Summer,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold
18840,Andrea Cassar,ITA,2004,Summer,Fencing,"Fencing Men's Foil, Individual",Bronze
18840,Andrea Cassar,ITA,2004,Summer,Fencing,"Fencing Men's Foil, Team",Gold
18840,Andrea Cassar,ITA,2012,Summer,Fencing,"Fencing Men's Foil, Team",Gold
18841,Laurent Aim Cassayet-Armagnac,FRA,1924,Summer,Rugby,Rugby Men's Rugby,Silver
18842,Ollan Conley Cassell,USA,1964,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
18844,Harold Kennedy Cassels,GBR,1920,Summer,Hockey,Hockey Men's Hockey,Gold
18858,Igor Cassina,ITA,2004,Summer,Gymnastics,Gymnastics Men's Horizontal Bar,Gold
18867,Luigi Castagnola,ITA,1976,Summer,Water Polo,Water Polo Men's Water Polo,Silver
18870,Matteo Castaldo,ITA,2016,Summer,Rowing,Rowing Men's Coxless Fours,Bronze
18879,Andr Castanet,FRA,1900,Summer,Athletics,"Athletics Men's 5,000 metres, Team",Silver
18882,Carlos Castao Panadero,ESP,2004,Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
18893,Albert Casteleyns,BEL,1936,Summer,Water Polo,Water Polo Men's Water Polo,Bronze
18896,Daniel Jorge Castellani,ARG,1988,Summer,Volleyball,Volleyball Men's Volleyball,Bronze
18910,Giuseppe Castelli,ITA,1932,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
18913,Marissa Castelli,USA,2014,Winter,Figure Skating,Figure Skating Mixed Team,Bronze
18924,Thora Gerda Sofie Castenschiold (-Carlheim-Gyllenskld),DEN,1912,Summer,Tennis,"Tennis Women's Singles, Covered Courts",Silver
18926,Alphonse Castex,FRA,1920,Summer,Rugby,Rugby Men's Rugby,Silver
18970,Yalennis Castillo Ramrez,CUB,2008,Summer,Judo,Judo Women's Half-Heavyweight,Silver
18974,Naomi Sandra Castle,AUS,2000,Summer,Water Polo,Water Polo Women's Water Polo,Gold
18975,Frank Riley Castleman,USA,1904,Summer,Athletics,Athletics Men's 200 metres Hurdles,Silver
18976,Kristi Castlin,USA,2016,Summer,Athletics,Athletics Women's 100 metres Hurdles,Bronze
18981,Roberto Marcelo Castrillo Garca,CUB,1980,Summer,Shooting,Shooting Mixed Skeet,Bronze
18992,Danel Castro Muagorri,CUB,2000,Summer,Baseball,Baseball Men's Baseball,Silver
19002,Hctor Castro,URU,1928,Summer,Football,Football Men's Football,Gold
19041,Omar Catari Peraza,VEN,1984,Summer,Boxing,Boxing Men's Featherweight,Bronze
19043,Romolo Catasta,ITA,1948,Summer,Rowing,Rowing Men's Single Sculls,Bronze
19044,Tamika Devonne Catchings,USA,2004,Summer,Basketball,Basketball Women's Basketball,Gold
19044,Tamika Devonne Catchings,USA,2008,Summer,Basketball,Basketball Women's Basketball,Gold
19044,Tamika Devonne Catchings,USA,2012,Summer,Basketball,Basketball Women's Basketball,Gold
19044,Tamika Devonne Catchings,USA,2016,Summer,Basketball,Basketball Women's Basketball,Gold
19049,"Ethel Hannah Catherwood (-McLaren, -Mitchell)",CAN,1928,Summer,Athletics,Athletics Women's High Jump,Gold
19057,Kelly Catlin,USA,2016,Summer,Cycling,Cycling Women's Team Pursuit,Silver
19060,Jan Magnus Cato,SWE,1992,Summer,Handball,Handball Men's Handball,Silver
19065,Sylvio Paul Cator,HAI,1928,Summer,Athletics,Athletics Men's Long Jump,Silver
19068,Antonio Cattalinich,ITA,1924,Summer,Rowing,Rowing Men's Coxed Eights,Bronze
19069,Francesco Cattalinich,ITA,1924,Summer,Rowing,Rowing Men's Coxed Eights,Bronze
19070,Simeone Cattalinich,ITA,1924,Summer,Rowing,Rowing Men's Coxed Eights,Bronze
19071,George James Cattanach,CAN,1904,Summer,Lacrosse,Lacrosse Men's Lacrosse,Gold
19086,Charles Catterall,RSA,1936,Summer,Boxing,Boxing Men's Featherweight,Silver
19087,Philippe Louis Eugne Cattiau,FRA,1920,Summer,Fencing,"Fencing Men's Foil, Individual",Silver
19087,Philippe Louis Eugne Cattiau,FRA,1920,Summer,Fencing,"Fencing Men's Foil, Team",Silver
19087,Philippe Louis Eugne Cattiau,FRA,1924,Summer,Fencing,"Fencing Men's Foil, Individual",Silver
19087,Philippe Louis Eugne Cattiau,FRA,1924,Summer,Fencing,"Fencing Men's Foil, Team",Gold
19087,Philippe Louis Eugne Cattiau,FRA,1928,Summer,Fencing,"Fencing Men's Foil, Team",Silver
19087,Philippe Louis Eugne Cattiau,FRA,1932,Summer,Fencing,"Fencing Men's Foil, Team",Gold
19087,Philippe Louis Eugne Cattiau,FRA,1932,Summer,Fencing,"Fencing Men's epee, Team",Gold
19087,Philippe Louis Eugne Cattiau,FRA,1936,Summer,Fencing,"Fencing Men's epee, Team",Bronze
19089,Ferdinand Cattini,SUI,1948,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
19090,Hans Cattini,SUI,1948,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
19092,"Robert Lewis ""Bob"" Cattrall",GBR,1984,Summer,Hockey,Hockey Men's Hockey,Bronze
19094,Jean Baptiste Albert Joseph Cau,FRA,1900,Summer,Rowing,Rowing Men's Coxed Fours,Gold
19095,Cauchy,FRA,1920,Summer,Equestrianism,"Equestrianism Men's Vaulting, Team",Silver
19103,Tracy Ann Caulkins (-Stockwell),USA,1984,Summer,Swimming,Swimming Women's 200 metres Individual Medley,Gold
19103,Tracy Ann Caulkins (-Stockwell),USA,1984,Summer,Swimming,Swimming Women's 400 metres Individual Medley,Gold
19103,Tracy Ann Caulkins (-Stockwell),USA,1984,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
19108,Terrance Davan Cauthen,USA,1996,Summer,Boxing,Boxing Men's Lightweight,Bronze
19115,Auguste Baptiste Cavadini,FRA,1900,Summer,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Bronze
19117,Carlo Cavagnoli,ITA,1928,Summer,Boxing,Boxing Men's Flyweight,Bronze
19125,Massimo Cavaliere,ITA,1988,Summer,Fencing,"Fencing Men's Sabre, Team",Bronze
19132,Martina Cavallero,ARG,2012,Summer,Hockey,Hockey Women's Hockey,Silver
19133,Pablo Oscar Cavallero Rodrguez,ARG,1996,Summer,Football,Football Men's Football,Silver
19141,Franco Cavallo,ITA,1968,Summer,Sailing,Sailing Mixed Two Person Keelboat,Bronze
19143,Roberto Diego Lorenzo Cavanagh y Hearne,ARG,1936,Summer,Polo,Polo Men's Polo,Gold
19144,"Christopher Carl ""Chris"" Cavanaugh",USA,1984,Summer,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
19147,Patrik avar,CRO,1996,Summer,Handball,Handball Men's Handball,Gold
19155,Mark Simon Cavendish,GBR,2016,Summer,Cycling,Cycling Men's Omnium,Silver
19160,Milorad avi,SRB,2008,Summer,Swimming,Swimming Men's 100 metres Butterfly,Silver
19169,"Warren Jay ""Rex"" Cawley",USA,1964,Summer,Athletics,Athletics Men's 400 metres Hurdles,Gold
19170,Shirley Cawley (-Berry),GBR,1952,Summer,Athletics,Athletics Women's Long Jump,Bronze
19187,"Philip Arthur ""Phil"" Cayzer",AUS,1952,Summer,Rowing,Rowing Men's Coxed Eights,Bronze
19191,Clement Haughton Langston Cazalet,GBR,1908,Summer,Tennis,Tennis Men's Doubles,Bronze
19205,Saa ao,SRB,2016,Summer,Basketball,Basketball Women's Basketball,Bronze
19207,Jos Pedro Cea Urriza,URU,1924,Summer,Football,Football Men's Football,Gold
19207,Jos Pedro Cea Urriza,URU,1928,Summer,Football,Football Men's Football,Gold
19209,Petre Ceapura,ROU,1972,Summer,Rowing,Rowing Men's Coxed Pairs,Bronze
19225,Daniela Ceccarelli,ITA,2002,Winter,Alpine Skiing,Alpine Skiing Women's Super G,Gold
19229,Lucio Ceccarini,ITA,1952,Summer,Water Polo,Water Polo Men's Water Polo,Bronze
19232,Sante Lorenzo Minotti Ceccherini,ITA,1908,Summer,Fencing,"Fencing Men's Sabre, Team",Silver
19246,"Donovan ""Donnie"" Cech",RSA,2004,Summer,Rowing,Rowing Men's Coxless Pairs,Bronze
19262,Hjalmar Axel Fritz Cedercrona,SWE,1908,Summer,Gymnastics,Gymnastics Men's Team All-Around,Gold
19263,Gustaf Birger Hjalmarsson Cederin,SWE,1936,Summer,Fencing,"Fencing Men's epee, Team",Silver
19265,Jane Barbro Irne Cederqvist,SWE,1960,Summer,Swimming,Swimming Women's 400 metres Freestyle,Silver
19279,"Leonard Stanley ""Lenny"" Ceglarski",USA,1952,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
19285,Henry Carlos Cejudo,USA,2008,Summer,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold
19293,Zlatko Celent,YUG,1980,Summer,Rowing,Rowing Men's Coxed Pairs,Bronze
19311,"John Robert ""J. R."" Celski",USA,2010,Winter,Short Track Speed Skating,"Short Track Speed Skating Men's 1,500 metres",Bronze
19311,"John Robert ""J. R."" Celski",USA,2010,Winter,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Bronze
19311,"John Robert ""J. R."" Celski",USA,2014,Winter,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Silver
19335,"Matthew Gerald ""Matt"" Centrowitz, Jr.",USA,2016,Summer,Athletics,"Athletics Men's 1,500 metres",Gold
19340,Frederich Cepeda Cruz,CUB,2004,Summer,Baseball,Baseball Men's Baseball,Gold
19340,Frederich Cepeda Cruz,CUB,2008,Summer,Baseball,Baseball Men's Baseball,Silver
19346,Jolanda eplak (Steblovnik-),SLO,2004,Summer,Athletics,Athletics Women's 800 metres,Bronze
19350,Jonas epulis,URS,1968,Summer,Boxing,Boxing Men's Heavyweight,Silver
19353,Miroslav Cerar,YUG,1964,Summer,Gymnastics,Gymnastics Men's Horizontal Bar,Bronze
19353,Miroslav Cerar,YUG,1964,Summer,Gymnastics,Gymnastics Men's Pommelled Horse,Gold
19353,Miroslav Cerar,YUG,1968,Summer,Gymnastics,Gymnastics Men's Pommelled Horse,Gold
19359,Marc Yves Michel Cerboni,FRA,1984,Summer,Fencing,"Fencing Men's Foil, Team",Bronze
19361,Simone Cercato,ITA,2004,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
19381,Stefano Cerioni,ITA,1984,Summer,Fencing,"Fencing Men's Foil, Individual",Bronze
19381,Stefano Cerioni,ITA,1984,Summer,Fencing,"Fencing Men's Foil, Team",Gold
19381,Stefano Cerioni,ITA,1988,Summer,Fencing,"Fencing Men's Foil, Individual",Gold
19386,Dragutin ermak,YUG,1968,Summer,Basketball,Basketball Men's Basketball,Silver
19389,Petr ermk,TCH,1964,Summer,Rowing,Rowing Men's Coxed Eights,Bronze
19391,Jiina ermkov (Hrabtov-),TCH,1980,Summer,Hockey,Hockey Women's Hockey,Silver
19400,Ion Cernea,ROU,1960,Summer,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Silver
19400,Ion Cernea,ROU,1964,Summer,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Bronze
19401,Matej Cernic,ITA,2004,Summer,Volleyball,Volleyball Men's Volleyball,Silver
19403,Frantiek ernk,TCH,1984,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
19407,Giovanni Cernogoraz,CRO,2012,Summer,Shooting,Shooting Men's Trap,Gold
19411,Josef ern,TCH,1964,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
19411,Josef ern,TCH,1968,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
19411,Josef ern,TCH,1972,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
19413,Teodor ern,TCH,1980,Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
19443,Frank Rutger Cervell,SWE,1948,Summer,Fencing,"Fencing Men's epee, Team",Bronze
19448,Luisa Haydee Cervera Cevedon,PER,1988,Summer,Volleyball,Volleyball Women's Volleyball,Silver
19451,Andreas Cervin,SWE,1908,Summer,Gymnastics,Gymnastics Men's Team All-Around,Gold
19454,Jean Franois Louis Ces,FRA,1924,Summer,Boxing,Boxing Men's Bantamweight,Bronze
19455,Aldona esaityt-Nennien,URS,1976,Summer,Handball,Handball Women's Handball,Gold
19455,Aldona esaityt-Nennien,URS,1980,Summer,Handball,Handball Women's Handball,Gold
19456,Giorgio Cesana,ITA,1906,Summer,Rowing,Rowing Men's Coxed Pairs (1 kilometres),Gold
19456,Giorgio Cesana,ITA,1906,Summer,Rowing,Rowing Men's Coxed Pairs (1 mile),Gold
19456,Giorgio Cesana,ITA,1906,Summer,Rowing,Rowing Men's Coxed Fours,Gold
19457,Jos ngel Csar Delgado,CUB,2000,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
19459,Emilio Cesarana,ITA,1906,Summer,Rowing,Rowing Men's Coxed Pairs (1 kilometres),Silver
19460,Federico Secondo Cesarano,ITA,1906,Summer,Fencing,"Fencing Men's Sabre, Individual",Bronze
19463,Velleda Cesari,ITA,1960,Summer,Fencing,"Fencing Women's Foil, Team",Bronze
19467,"Vladislavas ""Vladas"" esinas",URS,1972,Summer,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold
19476,"Matthew J. ""Matt"" Cetlinski",USA,1988,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
19477,"Diaz Victor ""Dean"" Cetrulo",USA,1948,Summer,Fencing,"Fencing Men's Sabre, Team",Bronze
19489,Vladimir Ch'ant'uria,GEO,2000,Summer,Boxing,Boxing Men's Heavyweight,Bronze
19496,Cha Jae-Gyeong,KOR,1992,Summer,Handball,Handball Women's Handball,Gold
19503,Cha Yeong-Cheol,KOR,1988,Summer,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Silver
19527,Ak'ak'i Chachua,GEO,2000,Summer,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Bronze
19535,Julio Pablo Chacn,ARG,1996,Summer,Boxing,Boxing Men's Featherweight,Bronze
19537,Alena Chadimov (-Daniov),TCH,1952,Summer,Gymnastics,Gymnastics Women's Team All-Around,Bronze
19544,Chae Ji-Hun,KOR,1994,Winter,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres,Gold
19544,Chae Ji-Hun,KOR,1994,Winter,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",Silver
19544,Chae Ji-Hun,KOR,1998,Winter,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Silver
19548,Walter Chaffe,GBR,1908,Summer,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Bronze
19548,Walter Chaffe,GBR,1912,Summer,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Silver
19569,Louis Chaillot,FRA,1932,Summer,Cycling,Cycling Men's Sprint,Silver
19569,Louis Chaillot,FRA,1932,Summer,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Gold
19569,Louis Chaillot,FRA,1936,Summer,Cycling,Cycling Men's Sprint,Bronze
19580,Rakhim Ruslanovich Chakhkiyev,RUS,2008,Summer,Boxing,Boxing Men's Heavyweight,Gold
19586,Davit Gochayevich Chakvetadze,RUS,2016,Summer,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Gold
19595,Alfred Ernest Chalk,GBR,1900,Summer,Football,Football Men's Football,Gold
19599,Angela Frances Chalmers (-Espinoza),CAN,1992,Summer,Athletics,"Athletics Women's 3,000 metres",Bronze
19603,Kyle Chalmers,AUS,2016,Summer,Swimming,Swimming Men's 100 metres Freestyle,Gold
19603,Kyle Chalmers,AUS,2016,Summer,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
19603,Kyle Chalmers,AUS,2016,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
19607,Milan Chalupa,TCH,1976,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
19607,Milan Chalupa,TCH,1984,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
19610,"Vclav Chalupa, Jr.",TCH,1992,Summer,Rowing,Rowing Men's Single Sculls,Silver
19611,Lori Christine Chalupny,USA,2008,Summer,Football,Football Women's Football,Gold
19625,"Marise Ann Millicent Chamberlain (-Stephen, -Schou)",NZL,1964,Summer,Athletics,Athletics Women's 800 metres,Bronze
19626,Harry Dwight Chamberlin,USA,1932,Summer,Equestrianism,"Equestrianism Men's Jumping, Individual",Silver
19626,Harry Dwight Chamberlin,USA,1932,Summer,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold
19630,Carlton Chambers,CAN,1996,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
19632,Ernest Henry Chambers,GBR,1928,Summer,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Silver
19632,Ernest Henry Chambers,GBR,1932,Summer,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Silver
19634,Peter Chambers,GBR,2012,Summer,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
19636,Richard Scott Chambers,GBR,2012,Summer,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
19637,Stanley Chambers,GBR,1932,Summer,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Silver
19643,Frank Chamizo Marquez,ITA,2016,Summer,Wrestling,"Wrestling Men's Welterweight, Freestyle",Bronze
19644,Miles Cleveland Chamley-Watson,USA,2016,Summer,Fencing,"Fencing Men's Foil, Team",Bronze
19648,Henri Chammartin,SUI,1952,Summer,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
19648,Henri Chammartin,SUI,1956,Summer,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
19648,Henri Chammartin,SUI,1964,Summer,Equestrianism,"Equestrianism Mixed Dressage, Individual",Gold
19648,Henri Chammartin,SUI,1964,Summer,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
19648,Henri Chammartin,SUI,1968,Summer,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
19653,Jos Antonio Chamot,ARG,1996,Summer,Football,Football Men's Football,Silver
19654,Madeleine Chamot-Berthod,SUI,1956,Winter,Alpine Skiing,Alpine Skiing Women's Downhill,Gold
19658,mile Julien Champion,FRA,1900,Summer,Athletics,Athletics Men's Marathon,Silver
19659,Malcolm Eadie Champion,ANZ,1912,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
19661,Albert Alphonse Champoudry,FRA,1900,Summer,Athletics,"Athletics Men's 5,000 metres, Team",Silver
19672,Erin Chan,CAN,2000,Summer,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
19695,Patrick Lewis Chan,CAN,2014,Winter,Figure Skating,Figure Skating Men's Singles,Silver
19695,Patrick Lewis Chan,CAN,2014,Winter,Figure Skating,Figure Skating Mixed Team,Silver
19696,Chan Peng Soon,MAS,2016,Summer,Badminton,Badminton Mixed Doubles,Silver
19713,"Britton Chance, Sr.",USA,1952,Summer,Sailing,Sailing Mixed 5.5 metres,Gold
19716,Dhyan Chand Bais,IND,1928,Summer,Hockey,Hockey Men's Hockey,Gold
19716,Dhyan Chand Bais,IND,1932,Summer,Hockey,Hockey Men's Hockey,Gold
19716,Dhyan Chand Bais,IND,1936,Summer,Hockey,Hockey Men's Hockey,Gold
19729,Charles Chandler,USA,1932,Summer,Rowing,Rowing Men's Coxed Eights,Gold
19733,Jennifer Kay Bellamy Chandler,USA,1976,Summer,Diving,Diving Women's Springboard,Gold
19735,Michelle Louise Chandler (-Cleary),AUS,1996,Summer,Basketball,Basketball Women's Basketball,Bronze
19736,Tyson Cleotis Chandler,USA,2012,Summer,Basketball,Basketball Men's Basketball,Gold
19748,Chang Cheng-Hsien,TPE,1992,Summer,Baseball,Baseball Men's Baseball,Silver
19760,Chang Hye-Jin,KOR,2016,Summer,Archery,Archery Women's Individual,Gold
19760,Chang Hye-Jin,KOR,2016,Summer,Archery,Archery Women's Team,Gold
19779,Chang Si,CHN,2012,Summer,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
19785,Chang Wen-Chung,TPE,1992,Summer,Baseball,Baseball Men's Baseball,Silver
19787,Chang Yaw-Teing,TPE,1992,Summer,Baseball,Baseball Men's Baseball,Silver
19791,Chang Yongxiang,CHN,2008,Summer,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Silver
19815,Chao Na,CHN,1996,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
19827,Thibaud Chapelle,FRA,2000,Summer,Rowing,Rowing Men's Lightweight Double Sculls,Bronze
19834,Valery Andreyevich Chaplygin,URS,1976,Summer,Cycling,Cycling Men's 100 kilometres Team Time Trial,Gold
19835,Allysha Chapman,CAN,2016,Summer,Football,Football Women's Football,Bronze
19836,"Arthur St. Clair ""Art"" Chapman",CAN,1936,Summer,Basketball,Basketball Men's Basketball,Silver
19837,Candace Marie Margaret Chapman,CAN,2012,Summer,Football,Football Women's Football,Bronze
19838,"Charles Winston ""Chuck"" Chapman",CAN,1936,Summer,Basketball,Basketball Men's Basketball,Silver
19842,Ernest William Chapman,AUS,1952,Summer,Rowing,Rowing Men's Coxed Eights,Bronze
19843,Frederick William Chapman,GBR,1908,Summer,Football,Football Men's Football,Gold
19844,Gary Arthur Chapman,AUS,1956,Summer,Swimming,Swimming Men's 100 metres Freestyle,Bronze
19844,Gary Arthur Chapman,AUS,1956,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
19847,James Jonathan Chapman,AUS,2012,Summer,Rowing,Rowing Men's Coxless Fours,Silver
19851,"Susan Claire ""Sue"" Chapman (-Popa)",AUS,1984,Summer,Rowing,Rowing Women's Coxed Fours,Bronze
19854,"Francis Davis ""Frank"" Chapot",USA,1960,Summer,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
19854,"Francis Davis ""Frank"" Chapot",USA,1972,Summer,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
19858,Pedro Chapp Garca,CUB,1972,Summer,Basketball,Basketball Men's Basketball,Bronze
19860,"James Wiliam ""Jimmy"" Chappell",GBR,1936,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
19862,Gilbert Lucien Chapron,FRA,1956,Summer,Boxing,Boxing Men's Middleweight,Bronze
19863,Jean-Frdric Chapuis,FRA,2014,Winter,Freestyle Skiing,Freestyle Skiing Men's Ski Cross,Gold
